Exercício: 2017
Período: 1o. bimestre
Escopo: Estados/DF
Anexo 01 - Balanço Orçamentário
Tabela: Receitas Orçamentárias
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"RECEITA DE SERVIÇOS";"siconfi-cor_ReceitaDeServicos";19784609,81
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"TRANSFERÊNCIAS CORRENTES";"siconfi-cor_TransferenciasCorrentes";804855141,97
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"Transferências Intergovernamentais";"siconfi-cor_TransferenciasCorrentesIntergovernamentais";797444725,98
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"Transferências de Instituições Privadas";"siconfi-cor_TransferenciasCorrentesDeInstituicoesPrivadas";4385892,69
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"Transferências do Exterior";"siconfi-cor_TransferenciasCorrentesDoExterior";1047,98
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"Transferências de Pessoas";"siconfi-cor_TransferenciasCorrentesDePessoas";500,00
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"Transferências de Convênios";"siconfi-cor_TransferenciasCorrentesDeConvenios";3022975,32
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"OUTRAS RECEITAS CORRENTES";"siconfi-cor_OutrasReceitasCorrentes";42167082,49
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"Multas e Juros de Mora";"siconfi-cor_MultasEJurosDeMora";13616382,58
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"Indenizações e Restituições";"siconfi-cor_IndenizacoesERestituicoes";7315709,26
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"Receita da Dívida Ativa";"siconfi-cor_ReceitaDaDividaAtiva";2367403,93
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"Receitas Correntes Diversas";"siconfi-cor_ReceitasCorrentesDiversas";18867586,72
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"RECEITAS DE CAPITAL";"siconfi-cor_ReceitasDeCapital";166399929,67
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"OPERAÇÕES DE CRÉDITO";"siconfi-cor_ReceitasDeOperacoesDeCredito";152071000,00
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"Operações de Crédito Internas";"siconfi-cor_OperacoesDeCreditoInternas";115063000,00
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"Operações de Crédito Externas";"siconfi-cor_OperacoesDeCreditoExternas";37008000,00
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"TRANSFERÊNCIAS DE CAPITAL";"siconfi-cor_TransferenciasDeCapital";9745005,73
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"Transferências Intergovernamentais";"siconfi-cor_TransferenciasDeCapitalIntergovernamentais";2841000,00
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"Transferências de Convênios";"siconfi-cor_TransferenciasDeCapitalDeConvenios";6904005,73
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"OUTRAS RECEITAS DE CAPITAL";"siconfi-cor_OutrasReceitasDeCapital";4583923,94
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"Outras Receitas de Capital";"siconfi-cor_RREO1OutrasReceitasDeCapital";4583923,94
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";"siconfi-cor_ReceitasIntraOrcamentariasTotal";89172216,93
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"SUBTOTAL DAS RECEITAS (III) = (I + II)";"siconfi-cor_SubtotalDasReceitas";2564268460,56
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV)";"siconfi-cor_SubtotalReceitasComRefinanciamento";2564268460,56
Governo do Estado do Amazonas;13;AM;4001667;"No Bimestre (b)";"TOTAL (VII) = (V + VI)";"siconfi-cor_TotalReceitas";2564268460,56
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I)";"siconfi-cor_ReceitasExcetoIntraOrcamentarias";17,37
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"RECEITAS CORRENTES";"siconfi-cor_ReceitasCorrentes";17,32
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"RECEITA TRIBUTÁRIA";"siconfi-cor_ReceitaTributaria";16,25
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Impostos";"siconfi-cor_Impostos";16,31
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Taxas";"siconfi-cor_Taxas";10,18
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"RECEITA DE CONTRIBUIÇÕES";"siconfi-cor_ReceitaDeContribuicoes";16,81
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Contribuições Sociais";"siconfi-cor_ContribuicoesSociais";16,81
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"RECEITA PATRIMONIAL";"siconfi-cor_ReceitaPatrimonial";13,23
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Receitas Imobiliárias";"siconfi-cor_ReceitasImobiliarias";20,84
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Receitas de Valores Mobiliários";"siconfi-cor_ReceitasDeValoresMobiliarios";12,82
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";36,27
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"RECEITA INDUSTRIAL";"siconfi-cor_ReceitaIndustrial";6,72
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Receita da Indústria de Transformação";"siconfi-cor_ReceitaDaIndustriaDeTransformacao";6,72
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"RECEITA DE SERVIÇOS";"siconfi-cor_ReceitaDeServicos";13,3
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"TRANSFERÊNCIAS CORRENTES";"siconfi-cor_TransferenciasCorrentes";19,3
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Transferências Intergovernamentais";"siconfi-cor_TransferenciasCorrentesIntergovernamentais";19,34
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Transferências de Instituições Privadas";"siconfi-cor_TransferenciasCorrentesDeInstituicoesPrivadas";13,69
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Transferências do Exterior";"siconfi-cor_TransferenciasCorrentesDoExterior";20,96
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Transferências de Pessoas";"siconfi-cor_TransferenciasCorrentesDePessoas";5,00
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Transferências de Convênios";"siconfi-cor_TransferenciasCorrentesDeConvenios";21,69
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"OUTRAS RECEITAS CORRENTES";"siconfi-cor_OutrasReceitasCorrentes";32,76
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Multas e Juros de Mora";"siconfi-cor_MultasEJurosDeMora";19,46
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Indenizações e Restituições";"siconfi-cor_IndenizacoesERestituicoes";33,58
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Receita da Dívida Ativa";"siconfi-cor_ReceitaDaDividaAtiva";14,8
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Receitas Correntes Diversas";"siconfi-cor_ReceitasCorrentesDiversas";90,06
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"RECEITAS DE CAPITAL";"siconfi-cor_ReceitasDeCapital";18,05
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"OPERAÇÕES DE CRÉDITO";"siconfi-cor_ReceitasDeOperacoesDeCredito";23,32
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Operações de Crédito Internas";"siconfi-cor_OperacoesDeCreditoInternas";221,28
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Operações de Crédito Externas";"siconfi-cor_OperacoesDeCreditoExternas";6,17
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"TRANSFERÊNCIAS DE CAPITAL";"siconfi-cor_TransferenciasDeCapital";4,14
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Transferências Intergovernamentais";"siconfi-cor_TransferenciasDeCapitalIntergovernamentais";2,75
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Transferências de Convênios";"siconfi-cor_TransferenciasDeCapitalDeConvenios";5,23
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"OUTRAS RECEITAS DE CAPITAL";"siconfi-cor_OutrasReceitasDeCapital";13,68
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"Outras Receitas de Capital";"siconfi-cor_RREO1OutrasReceitasDeCapital";13,68
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";"siconfi-cor_ReceitasIntraOrcamentariasTotal";20,82
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"SUBTOTAL DAS RECEITAS (III) = (I + II)";"siconfi-cor_SubtotalDasReceitas";17,47
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV)";"siconfi-cor_SubtotalReceitasComRefinanciamento";17,47
Governo do Estado do Amazonas;13;AM;4001667;"% (b/a)";"TOTAL (VII) = (V + VI)";"siconfi-cor_TotalReceitas";17,47
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I)";"siconfi-cor_ReceitasExcetoIntraOrcamentarias";2475096243,63
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"RECEITAS CORRENTES";"siconfi-cor_ReceitasCorrentes";2308696313,96
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"RECEITA TRIBUTÁRIA";"siconfi-cor_ReceitaTributaria";1172465615,24
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Impostos";"siconfi-cor_Impostos";1165734615,72
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Taxas";"siconfi-cor_Taxas";6730999,52
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"RECEITA DE CONTRIBUIÇÕES";"siconfi-cor_ReceitaDeContribuicoes";229007706,3
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Contribuições Sociais";"siconfi-cor_ContribuicoesSociais";229007706,3
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"RECEITA PATRIMONIAL";"siconfi-cor_ReceitaPatrimonial";40214548,00
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Receitas Imobiliárias";"siconfi-cor_ReceitasImobiliarias";173006,22
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Receitas de Valores Mobiliários";"siconfi-cor_ReceitasDeValoresMobiliarios";38223222,54
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Receita de Concessões e Permissões";"siconfi-cor_ReceitaDeConcessoesEPermissoes";5000,00
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";1813319,24
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"RECEITA INDUSTRIAL";"siconfi-cor_ReceitaIndustrial";201610,15
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Receita da Indústria de Transformação";"siconfi-cor_ReceitaDaIndustriaDeTransformacao";201610,15
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"RECEITA DE SERVIÇOS";"siconfi-cor_ReceitaDeServicos";19784609,81
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"TRANSFERÊNCIAS CORRENTES";"siconfi-cor_TransferenciasCorrentes";804855141,97
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Transferências Intergovernamentais";"siconfi-cor_TransferenciasCorrentesIntergovernamentais";797444725,98
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Transferências de Instituições Privadas";"siconfi-cor_TransferenciasCorrentesDeInstituicoesPrivadas";4385892,69
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Transferências do Exterior";"siconfi-cor_TransferenciasCorrentesDoExterior";1047,98
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Transferências de Pessoas";"siconfi-cor_TransferenciasCorrentesDePessoas";500,00
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Transferências de Convênios";"siconfi-cor_TransferenciasCorrentesDeConvenios";3022975,32
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"OUTRAS RECEITAS CORRENTES";"siconfi-cor_OutrasReceitasCorrentes";42167082,49
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Multas e Juros de Mora";"siconfi-cor_MultasEJurosDeMora";13616382,58
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Indenizações e Restituições";"siconfi-cor_IndenizacoesERestituicoes";7315709,26
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Receita da Dívida Ativa";"siconfi-cor_ReceitaDaDividaAtiva";2367403,93
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Receitas Correntes Diversas";"siconfi-cor_ReceitasCorrentesDiversas";18867586,72
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"RECEITAS DE CAPITAL";"siconfi-cor_ReceitasDeCapital";166399929,67
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"OPERAÇÕES DE CRÉDITO";"siconfi-cor_ReceitasDeOperacoesDeCredito";152071000,00
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Operações de Crédito Internas";"siconfi-cor_OperacoesDeCreditoInternas";115063000,00
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Operações de Crédito Externas";"siconfi-cor_OperacoesDeCreditoExternas";37008000,00
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"TRANSFERÊNCIAS DE CAPITAL";"siconfi-cor_TransferenciasDeCapital";9745005,73
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Transferências Intergovernamentais";"siconfi-cor_TransferenciasDeCapitalIntergovernamentais";2841000,00
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Transferências de Convênios";"siconfi-cor_TransferenciasDeCapitalDeConvenios";6904005,73
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"OUTRAS RECEITAS DE CAPITAL";"siconfi-cor_OutrasReceitasDeCapital";4583923,94
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Outras Receitas de Capital";"siconfi-cor_RREO1OutrasReceitasDeCapital";4583923,94
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";"siconfi-cor_ReceitasIntraOrcamentariasTotal";89172216,93
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"SUBTOTAL DAS RECEITAS (III) = (I + II)";"siconfi-cor_SubtotalDasReceitas";2564268460,56
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV)";"siconfi-cor_SubtotalReceitasComRefinanciamento";2564268460,56
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"TOTAL (VII) = (V + VI)";"siconfi-cor_TotalReceitas";2564268460,56
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"SALDOS DE EXERCÍCIOS ANTERIORES";"siconfi-cor_SaldoDeExerciciosAnterioresUtilizadosParaCreditosAdicionais";18909326,71
Governo do Estado do Amazonas;13;AM;4001667;"Até o Bimestre (c)";"Superávit Financeiro Utilizado para Créditos Adicionais";"siconfi-cor_SuperavitFinanceiro";18909326,71
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I)";"siconfi-cor_ReceitasExcetoIntraOrcamentarias";17,37
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"RECEITAS CORRENTES";"siconfi-cor_ReceitasCorrentes";17,32
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"RECEITA TRIBUTÁRIA";"siconfi-cor_ReceitaTributaria";16,25
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Impostos";"siconfi-cor_Impostos";16,31
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Taxas";"siconfi-cor_Taxas";10,18
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"RECEITA DE CONTRIBUIÇÕES";"siconfi-cor_ReceitaDeContribuicoes";16,81
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Contribuições Sociais";"siconfi-cor_ContribuicoesSociais";16,81
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"RECEITA PATRIMONIAL";"siconfi-cor_ReceitaPatrimonial";13,23
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Receitas Imobiliárias";"siconfi-cor_ReceitasImobiliarias";20,84
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Receitas de Valores Mobiliários";"siconfi-cor_ReceitasDeValoresMobiliarios";12,82
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";36,27
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"RECEITA INDUSTRIAL";"siconfi-cor_ReceitaIndustrial";6,72
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Receita da Indústria de Transformação";"siconfi-cor_ReceitaDaIndustriaDeTransformacao";6,72
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"RECEITA DE SERVIÇOS";"siconfi-cor_ReceitaDeServicos";13,3
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"TRANSFERÊNCIAS CORRENTES";"siconfi-cor_TransferenciasCorrentes";19,3
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Transferências Intergovernamentais";"siconfi-cor_TransferenciasCorrentesIntergovernamentais";19,34
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Transferências de Instituições Privadas";"siconfi-cor_TransferenciasCorrentesDeInstituicoesPrivadas";13,69
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Transferências do Exterior";"siconfi-cor_TransferenciasCorrentesDoExterior";20,96
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Transferências de Pessoas";"siconfi-cor_TransferenciasCorrentesDePessoas";5,00
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Transferências de Convênios";"siconfi-cor_TransferenciasCorrentesDeConvenios";21,69
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"OUTRAS RECEITAS CORRENTES";"siconfi-cor_OutrasReceitasCorrentes";32,76
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Multas e Juros de Mora";"siconfi-cor_MultasEJurosDeMora";19,46
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Indenizações e Restituições";"siconfi-cor_IndenizacoesERestituicoes";33,58
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Receita da Dívida Ativa";"siconfi-cor_ReceitaDaDividaAtiva";14,8
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Receitas Correntes Diversas";"siconfi-cor_ReceitasCorrentesDiversas";90,06
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"RECEITAS DE CAPITAL";"siconfi-cor_ReceitasDeCapital";18,05
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"OPERAÇÕES DE CRÉDITO";"siconfi-cor_ReceitasDeOperacoesDeCredito";23,32
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Operações de Crédito Internas";"siconfi-cor_OperacoesDeCreditoInternas";221,28
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Operações de Crédito Externas";"siconfi-cor_OperacoesDeCreditoExternas";6,17
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"TRANSFERÊNCIAS DE CAPITAL";"siconfi-cor_TransferenciasDeCapital";4,14
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Transferências Intergovernamentais";"siconfi-cor_TransferenciasDeCapitalIntergovernamentais";2,75
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Transferências de Convênios";"siconfi-cor_TransferenciasDeCapitalDeConvenios";5,23
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"OUTRAS RECEITAS DE CAPITAL";"siconfi-cor_OutrasReceitasDeCapital";13,68
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"Outras Receitas de Capital";"siconfi-cor_RREO1OutrasReceitasDeCapital";13,68
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";"siconfi-cor_ReceitasIntraOrcamentariasTotal";20,82
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"SUBTOTAL DAS RECEITAS (III) = (I + II)";"siconfi-cor_SubtotalDasReceitas";17,47
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV)";"siconfi-cor_SubtotalReceitasComRefinanciamento";17,47
Governo do Estado do Amazonas;13;AM;4001667;"% (c/a)";"TOTAL (VII) = (V + VI)";"siconfi-cor_TotalReceitas";17,47
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I)";"siconfi-cor_ReceitasExcetoIntraOrcamentarias";11777154756,37
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"RECEITAS CORRENTES";"siconfi-cor_ReceitasCorrentes";11021557686,04
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"RECEITA TRIBUTÁRIA";"siconfi-cor_ReceitaTributaria";6040734384,76
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Impostos";"siconfi-cor_Impostos";5981365384,28
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Taxas";"siconfi-cor_Taxas";59369000,48
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"RECEITA DE CONTRIBUIÇÕES";"siconfi-cor_ReceitaDeContribuicoes";1133440293,7
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Contribuições Sociais";"siconfi-cor_ContribuicoesSociais";1133440293,7
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"RECEITA PATRIMONIAL";"siconfi-cor_ReceitaPatrimonial";263749452,00
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Receitas Imobiliárias";"siconfi-cor_ReceitasImobiliarias";656993,78
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Receitas de Valores Mobiliários";"siconfi-cor_ReceitasDeValoresMobiliarios";259910777,46
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Receita de Concessões e Permissões";"siconfi-cor_ReceitaDeConcessoesEPermissoes";-5000,00
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";3186680,76
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"RECEITA INDUSTRIAL";"siconfi-cor_ReceitaIndustrial";2798389,85
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Receita da Indústria de Transformação";"siconfi-cor_ReceitaDaIndustriaDeTransformacao";2798389,85
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"RECEITA DE SERVIÇOS";"siconfi-cor_ReceitaDeServicos";128972390,19
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"TRANSFERÊNCIAS CORRENTES";"siconfi-cor_TransferenciasCorrentes";3365309858,03
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Transferências Intergovernamentais";"siconfi-cor_TransferenciasCorrentesIntergovernamentais";3326739274,02
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Transferências de Instituições Privadas";"siconfi-cor_TransferenciasCorrentesDeInstituicoesPrivadas";27644107,31
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Transferências do Exterior";"siconfi-cor_TransferenciasCorrentesDoExterior";3952,02
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Transferências de Pessoas";"siconfi-cor_TransferenciasCorrentesDePessoas";9500,00
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Transferências de Convênios";"siconfi-cor_TransferenciasCorrentesDeConvenios";10913024,68
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"OUTRAS RECEITAS CORRENTES";"siconfi-cor_OutrasReceitasCorrentes";86552917,51
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Multas e Juros de Mora";"siconfi-cor_MultasEJurosDeMora";56368617,42
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Indenizações e Restituições";"siconfi-cor_IndenizacoesERestituicoes";14469290,74
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Receita da Dívida Ativa";"siconfi-cor_ReceitaDaDividaAtiva";13632596,07
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Receitas Correntes Diversas";"siconfi-cor_ReceitasCorrentesDiversas";2082413,28
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"RECEITAS DE CAPITAL";"siconfi-cor_ReceitasDeCapital";755597070,33
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"OPERAÇÕES DE CRÉDITO";"siconfi-cor_ReceitasDeOperacoesDeCredito";499929000,00
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Operações de Crédito Internas";"siconfi-cor_OperacoesDeCreditoInternas";-63063000,00
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Operações de Crédito Externas";"siconfi-cor_OperacoesDeCreditoExternas";562992000,00
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"ALIENAÇÃO DE BENS";"siconfi-cor_AlienacaoDeBens";1000000,00
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"Alienação de Bens Móveis";"siconfi-cor_AlienacaoDeBensMoveis";1000000,00
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"AMORTIZAÇÕES DE EMPRÉSTIMOS";"siconfi-cor_AmortizacoesDeEmprestimos";100000,00
Governo do Estado do Amazonas;13;AM;4001667;"SALDO (a-c)";"TRANSFERÊNCIAS DE CAPITAL";"siconfi-cor_TransferenciasDeCapital";225631994,27
